,Headline,1
682,Controversial Photos Of Dem Leaders Wearing Kente Cloth Resurface From 3 Days Ago,1
683,Controversial Theory Suggests Aliens May Have Built Ancient Egypt’s Intergalactic Spaceport,1
684,Controversial ‘Heartbeat Bill’ Passes In Ohio,1
685,Conversation At Other End Of Table Sounds Way More Interesting,1
686,Conversation-Starved Man Finally Treating Bumping Into Coworker As Exquisite Treasure It Truly Is,1
687,Cop Hired For Posting Racist Rant On Social Media,1
688,Cop Vows To Get Revenge On Eric Garner For Trying To Frame Him For Murder,1
689,Cop Who Shot Unarmed Black Man Let Off With A Promotion,1
690,Coral Reefs Could Disappear Within Next 80 Years,1
691,Corner Store Customers Saddened By Sight Of Frantic Trump Doing Scratch-Off Tickets Right On Counter,1
692,"Coronavirus Reaches 6,000 Cases",1
693,Coronavirus Task Force Member Receives Security Detail Following Threats,1
694,Corporate Retreat Teaches Employees How To Dick Around As Team,1
695,"Cory Booker, Kamala Harris, Elizabeth Warren Assure Dreamers They’ll Never Stop Fighting For The 2020 Nomination",1
696,Costco Forced To Pay $19 Million For Selling Fake Tiffany Rings,1
697,County Clerk Who Withheld Marriage Licenses Jailed,1
698,Couple Decide They’re Better Off As Siblings,1
699,Couple Duetting ‘Suddenly Seymour’ At Karaoke Bar Probably Gonna Fuck Like Animals After This,1
700,Couple Fucking At Next Table Obviously On Third Date,1
701,Couple No Fun Anymore After Having Kids Die,1
702,Couple On Verge Of Breaking Up Has Mind-Blowing Aquarium Visit,1
703,Couple Starting To Feel Like They Just Don’t Have Any TV Shows In Common,1
704,Couple Takes Weekend Trip Outside City To Get Away From All The Arts And Culture,1
705,Couple Threatens To Divorce If Gay Marriage Legalized,1
706,Couple Tired Of Always Having Same Knife Fight,1
707,Courageous Heterosexual Has Never Donated Blood To Red Cross In Solidarity With Gay Men,1
708,Court Says Monkey Cannot Hold Rights To Own Selfie,1
709,Cousin Reluctantly Checked In On,1
710,Covid-19 Antibody Tests May Be Wrong 50% Of The Time,1
711,Cowboys Team Doctor Breaks News That Mentally Deteriorating Jerry Jones Will Soon Be Unable To Recognize Single Player On Roster,1
712,Coworker Following World Cup Goes All-In On Tenuous Family Connection To Portugal,1
713,Coworkers Agog As Employee Introduces New Shirt Into Rotation,1
714,Cows Go Extinct,1
715,Crabs: Did Evolving Chitinous Exoskeletons And Strong Pincers Send The Wrong Message To America’s Impressionable Teens?,1
716,Crack Of Gunfire Resounding Through Office Gives Woman Perfect Cover She Needs To Bite Into Crisp Apple,1
717,Craftsman Confirms New Hammer Backwards-Compatible With Previous Generation Of Nails,1
718,Creator Of Labradoodle Says Making Breed His Life’s ‘Greatest Regret’,1
719,Crestfallen ‘Game Of Thrones’ Fans Starting To Realize Series Never Going To Show Dragons Fucking,1
720,Crime Scene Forensic Investigator Reminds Officers To Stop Shooting At Dead Body Under Sheet,1
721,Cruz Picks Fiorina As Potential VP,1
722,"Cruz, Kasich Align To Stop Trump",1
723,"Cruz, Kasich Exit Race",1
724,Cuba Names New President To Succeed Raúl Castro,1
725,"Cuban Rum, Cigars Now Legal In U.S.",1
726,"Cubs Fans Cautiously Optimistic After Jake Arrieta Throws 8th No-Hitter, Team Scores Over 30 Runs For 12th Consecutive Game",1
727,"Cubs Pitching Coach Forced To Clean Up Trembling, Piss-Covered Pitchers After Leaving Them Locked In Bullpen All Day",1
728,Cubs Sign Sammy Sosa To $300 Million Deal Just To Give Casual Fans Point Of Reference,1
729,Cubs Team Doctor Recommends Anthony Rizzo Rehab Injured Ankle By Engaging In Light Physical Activities Like Baseball,1
730,Cubs Win First World Series In 108 Years,1
731,"Cure For Cancer Only 10 Years Away, Announce Scientists Who Work Better Under A Deadline",1
732,Curiosity Rover Finds 5 Bucks On Mars,1
733,Curt Schilling Spends ‘Sunday Night Baseball’ Delivering Real Estate Investment Pitch To John Kruk,1
734,Customers Relieved To See Perky 7-Eleven Cashier’s Spirit Has Finally Been Crushed,1
735,D.C. Panda To Be Moved To China,1
736,DMT Researchers Advise Maintaining 6-Foot Distance From Own Body,1
737,DNA Test Confirms Subway Chicken Only 50% Poultry,1
738,DNA Testing Might Be Phased Out,1
739,DNC Bows To Pressure By Adding Andrew Cuomo To Increase Ethnic Representation On Debate Stage,1
740,DNC Eases Debate Requirements To 0.1% Above Whatever Cory Booker Polling,1
741,"DNC Files Lawsuit Alleging Nation Should Never, Ever Stop Focusing On 2016 Election",1
742,DNC To Avoid Primary Debates On Fox,1
743,Dad Emotional After Son Beats Him For First Time In Game Of ‘NBA 2K17’,1
744,Dad Heartbreakingly Thinks His Connections Can Help Son Find Job,1
745,Dad Recommends Hotel 10 Miles Away From City You’re Visiting,1
746,Dad Unleashes Haunting Moan Of Satisfaction Upon Descending Into Hot Tub,1
747,"Dad Wearing Some New Kind Of Headphones That Wrap Over, Under, Around Ears",1
748,"Daddy, I Don’t Want To Live In The World Your Website Has Created",1
749,Dalai Lama Swears He Recognizes Guy At Party From Past Life,1
750,Damning New Footage Shows Sanders In 1980s Arguing Madonna Could Never Make Transition From Music To Film,1
751,"Dark, Ominous Storm Clouds Atop Mount Money Indicate Recession Could Be Near",1
752,"Dark, Sinister Underbelly Of Small Suburban Town Turns Out To Just Be Heroin Again",1
753,Darker Sense Of Humor Could Be Early Sign Of Dementia,1
754,David Attenborough Says Collapse Of Civilization On Horizon,1
755,David Blaine Accidentally Shoots Self During Trick,1
756,David Lynch To Release Hybrid Memoir–Biography Next Week,1
757,David Remnick Quietly Relieved He Won’t Have To Lose Debate To Steve Bannon In Front Of Everyone ,1
758,"David’s Bridal Introduces New Line Of Whore-Red Dresses For Wicked, Impure Divorcées’ Shameful Second Weddings",1
759,De Blasio PAC Spends $30 Million On Ads Urging Candidate Not To Embarrass Self By Running,1
760,"Dead-Eyed Tattoo Artist Has Inked ‘Tomorrow Is Promised To No One’ 5,000 Times In Past Year",1
761,Deal Alert: Get ‘Kingdom Hearts III’ For Free For Next 30 Seconds While GameStop Clerk Is Dealing With Something In Back,1
762,"Deal Alert: Got A Nintendo Switch And Amazon Prime? Well, Look At You, Mr. Moneybags",1
763,Deal Alert: Guy With Nice Suit Probably Carrying Enough On Him Right Now To Buy ‘Death Stranding’ PS4 Pro Bundle If You Stick Him Up,1
764,"Deal Alert: The Federal Government Is Cutting You A $1,200 Stimulus Check That You Can, And Should, Spend Exclusively On 75 Copies Of ‘Stardew Valley’",1
765,Deal Alert: There Is A Free Copy Of ‘Super Star Wars’ Our Mom Is Going To Throw Out After She Found It In The Basement,1
766,Deal Alert: Your Parents Have Promised To Buy You ‘Let’s Go Pikachu’ If You Can Make It Through Rosh Hashanah This Year Without Biting Anyone,1
767,Deep Voices Evolved To Scare Enemies,1
768,Deepfake Video Of Mark Zuckerberg Barely Good Enough To Masturbate To,1
769,"Defeated Republicans In Wisconsin, Michigan Move To Neutralize Democrats",1
770,Defense Attorneys Vow To Present Irrefutable Evidence Proving Jeffrey Epstein Billionaire,1
771,Defensive Laura Ingraham Challenges Critics To Try Making List Of Prominent Conservatives Without Including Few White Supremacists,1
772,Defiant 123-Year-Old Not Going To Let Coronavirus Stop Him From Hanging Out With Friends,1
773,Defiant Sarah Huckabee Sanders Claims She Doesn’t Know Where Voice Comes From When She Opens Mouth,1
774,Dementia Risk Higher Near Busy Roads,1
775,Democratic Leaders Announce That They’ve Learned The Words ‘Systemic Racism’,1
776,Democratic Party: Moving Left Vs. Remaining Moderate,1
777,Democrats Call For Trump Impeachment,1
778,"Democrats Make Major Gains In Virginia, Kentucky Elections",1
779,Democrats Pick Nancy Pelosi As Next House Speaker,1
780,"Democrats Praise Joe Biden For Being Only Candidate Able To Talk Down To Americans Like The Stupid, Slack-Jawed Dumdums They Really Are",1
781,Democrats Win House,1
782,Demon Kicking Self For Inhabiting Child When He Could’ve Possessed Someone Who Could Buy A Gun,1
783,"Demonic Spirit Claws Way Out Of Hell To Flicker Lights, Throw Some Silverware Around",1
784,Dentist Can Tell Patient Hasn’t Been Brushing Hair,1
785,Dentist Feels Blessed That He Still Gets Turned On By Teeth After All These Years,1
786,Department Of Education Study Finds Only 30% Of Students Adequately Prepared For Spring Musical,1
787,Department Of Labor Response Team Seals Off Toxic Workplace Environment,1
788,Depressed LeBron James Realizes That At His Age Copernicus Was Developing Theory Of Heliocentrism,1
789,Depressed Monkey Throwing Shit At Himself,1
790,Depressed Mueller Wonders What It Is About Him That Makes Everyone Lie To Him,1
791,Desperate Boy Scouts Officials Announce New ‘You Can Mutilate As Many Dead Squirrels As You Want’ Membership Campaign,1
792,Desperate Sports Fan Would Almost Be Willing To Watch Own Kids Play In Backyard At This Point,1
793,Despondent Jeff Bezos Realizes He’ll Have To Work For 9 Seconds To Earn Back Money He Lost In Divorce,1
794,Despondent Trump Drives Golf Cart Into Water Hazard,1
795,Detective Refuses To Pry Into Circumstances Of Murder Out Of Respect For Deceased,1
796,Devastated Family Struggling To Get Through First Christmas Since Dad Returned,1
797,Devin Nunes Threatens Defamation Lawsuit After Reputation Ruined By His Official Twitter Account,1
798,Diamonds Might Not Be As Rare As Once Thought,1
799,"Dick Cheney Finally Hunts Down, Kills Man He Shot In Face In 2006",1
800,Diners Eating Impossible Burgers Doused With Beet Juice By Protesting Meat-Rights Activists,1
801,Dining Out Vs. Home Cooking,1
802,"Diplo Launches New House Music Label That You Should Totally Send Your Tapes To, Seriously, You Never Know",1
803,Diplomatic Pete Buttigieg Quickly Changes Subject From Politics At Town Hall To Avoid Arguments,1
804,Director Of Census Bureau Calls For Updated Population Report After Realizing He Forgot To Count Himself,1
805,Dirk Nowitzki Shatters Backboard Glass With Powerful Soprano Singing Voice,1
806,Disappointing: Experts Are Now Telling Us That All The Big Kisses We Did To The TV Screen While Princess Zelda Was On Never Got Through To Her,1
807,Disappointing: ‘The Last Of Us 2’ Has Received An M Rating Solely For A Scene Where Ellie Meets A Dog That Swears And Smokes Cigarettes,1
808,Discovery Channel Pulls Controversial ‘How It’s Made’ Nuclear Power Episode That Gave Iran Access To Top-Secret Designs,1
809,"Diseases Spread By Ticks, Mosquitoes Tripled Since 2004",1
810,"Disney Announces New ‘Star Wars’ Trilogy, Live-Action Series",1
811,Disney Announces Plans To Release ‘Mulan’ Directly Into Americans’ Consciousness,1
812,Disney Debuts Animatronic Donald Trump In Hall Of Presidents,1
813,Disney Delays ‘Avatar 2’ Until 2021,1
814,Disney Ends L.A. Times Ban After Backlash,1
815,Disney Estate Uncovers Cache Of Anti-American Cartoons Intended For Release If Axis Won WWII,1
816,Disney Launching Own Streaming Services,1
817,Disney Plus Apologizes For Apparently Being All That Some Actual Adults Have,1
818,Disney Unveils Plans For ‘Immersive’ Star Wars Hotel,1
819,Disneyland Employee Hastily Ad-Libs Story About How Much Goofy Loves Napping On The Pavement,1
820,Disneyland Turns 60: A Look Back,1
821,Disney’s ‘World Of Avatar’ Theme Park Opens,1
822,Ditching Tight Pants Improves Sperm Count,1
823,"Divorced Man Doesn’t Even Recognize Smiling, Happy Family In Photo That Came With Frame",1
824,Divorced Mom At Point In Life Where She Figures She Might As Well Start Writing Erotic Letters To Men In Prison,1
825,Divorcing Parents Assure Anxious Kids That Dog Still Loves Them,1
826,Dixie Chicks Release First New Single In 14 years,1
827,Doctor Advises Man With Healthy Blood Pressure To Really Fucking Let It Rip,1
828,Doctor Alarmed By How Little Time Family Needed To Decide To Pull Plug On Grandfather,1
829,Doctor Informs Woman He’s Overweight,1
830,Doctors Discover Purpose Of Appendix Is To Contain Human Soul,1
831,Doctors Edit Living Patient's DNA For First Time,1
832,Doctors Failing To Recommend HPV Vaccine,1
833,Doctors’ Political Views Could Impact Patient Care,1
834,Dog Feels Like He Always Has To Be ‘On’ Around Family,1
835,Dog Meets Owner At Door In Desperate Attempt To Get Ahead Of Diarrhea-Rug Scandal,1
836,Dog Ownership Linked To Longer Life,1
837,Dog Talent Agency Represents Famous Pets,1
838,Dogs Distressed By Hugging,1
839,Dogs Might Detect Human Emotions,1
840,"Dolce & Gabbana Debut Hijabs, Abayas",1
841,Dole Introduces New Voice-Activated Grapefruit,1
842,Domino’s Unveils Delivery Car With Built-In Oven,1
843,Donald Trump Elected President,1
844,"Donald Trump Jr. Divorce Leaves Confused, Heartbroken Nation Wondering Why Bad Things Happen To Good People",1
845,Donald Trump Named ‘Time’ Person Of The Year,1
846,Donald Trump Nominated For Nobel Peace Prize,1
847,Dove Apologizes For Ad Accused Of Racism,1
848,Dow Drops 600 Points Over Picture Of Worried Stock Broker Staring At Computer Screen,1
849,Dow Drops 800 Points As Fear Of Recession Looms,1
850,Dozens Of Other Countries That Interfered In 2016 Election Annoyed Russia Getting All The Credit,1
851,Dozens Of Panicked Mar-A-Lago Guests Crowd Front Desk To Check Out After FBI Agents Spotted At Hotel,1
852,Dr. Fauci Calls For End To Handshakes,1
853,Drake Fans Accuse Kenny Chesney Of Manipulating Billboard Charts By Putting Effort Into Album,1
854,"Dress That Would Have Forever Altered Course Of Woman’s Life Patted, Placed Back On Rack",1
855,Drew Brees Admits He Doesn’t Trust Black People Ever Since Falcons Linebacker Stole Football Straight Out Of His Hands,1
856,Drinking Alcohol Linked To Long Life,1
857,Driver Enraged At Rider Who Threw Up In Ambulance,1
858,Driver Kind Of Bummed To See Other Car He Been Driving Behind For A While Take Exit Off Highway,1
859,Drug-Resistant ‘Super Lice’ On The Rise,1
860,Dubai Introduces Robot Police Officer,1
861,Duke Anthropology Professor Devastated To Learn Promising Student Dropping Out,1
862,"Duke, Duchess Of Cambridge Announce Name Of Third Child Is Louis Arthur Al-Baghdadi",1
863,Dumb Tourists In Paris Gawking At Splendor Of Greatest Architectural Feats In Human History,1
864,"Dumbass Apple Picker Goes For Overripe McIntosh Red When Pink Lady Cleary Best Option Given The Topography, Time Of Harvest",1
865,Dumbest Homework Assignments Of 2015,1
866,Dunkin’ Donuts Changes Name To Dunkin’,1
867,Dunkin’ Donuts Signs 10-Year Partnership To Be Exclusive Food Vendor Of United States,1
868,E-Book Sales Fall In Favor Of Print,1
869,E-Cigarettes Banned From Commercial Flights,1
870,E-Cigarettes Encourage Children To Smoke But Help Adults Quit,1
871,E.L. James Admits New Erotic Novel Originally ‘Tiny Toons’ Fan Fiction,1
872,E3 2019 Press Conference Schedule,1
873,EPA To Limit Airplane Emissions,1
874,EPA Weakens U.S. Climate Change Plan,1
875,"EPA’s New Coal Rule Could Cause 1,400 More Deaths Per Year",1
876,"ESPN Execs: ‘Fuck It, Air The Dogfighting’",1
877,EU Leaders Approve Brexit Deal,1
878,Each Passenger Has Own Theory About How Guy Got Into First Class,1
879,Each Successive Comment On ‘Jack And Diane’ Music Video More Heartbreaking Than Last,1
880,Earth’s Successful Completion Of Orbit Around Sun Inspires Woman To Reflect On Eating Habits,1
881,East Coast Braces For Blizzard,1
882,Ecologists Urge Birds To Avert Global Decline Of Insects By Adopting Seed-Based Diet,1
883,Economic Impact Of Marijuana By The Numbers,1
884,Ed Sheeran Announces Plan To Give Public Well-Deserved Break From His Music,1
885,Ed Sheeran Releasing Collaborative Album,1
886,Eddie Bauer Announces New Line Of Brown Clothes,1
887,Eddie Gallager Wakes Up In Cold Sweat After Nightmare About Watching Innocent Iraqi Women Minding Their Own Business,1
888,Effects Of Coronavirus On The Internet,1
889,Effects Of Online Public Shaming,1
890,Effects Of Trump Halting Immigration,1
891,El Chapo Given Life Sentence,1
892,Elderly Mother At That Age Where Even Just One Fall Over Niagara Could Be Fatal,1
893,Elena Kagan Worried She’s A Fraud After Being Only Female Justice Not Called Out By Trump,1
894,Elite Preschool Boasts 95% Of Graduates Go On To Kindergarten,1
895,Elizabeth Warren Suspends Presidential Campaign,1
896,Elliott Abrams Defends War Crimes As Happening Back In The ’80s When Everyone Was Doing It,1
897,"Elmer Fudd, Yosemite Sam Will Not Have Guns In ‘Looney Tunes’ Reboot",1
898,Elon Musk Insists He’d Be Much More Innovative Pedophile Than Thailand Rescue Worker,1
899,Elon Musk Launches Underground Roadway Company,1
900,Elon Musk Offering $1.2 Billion In Grants To Any Project That Promises To Make Him Feel Complete,1
901,Elon Musk Warns AI Could Lead To World War III,1
902,"Elton John, Vladimir Putin Cancel Meeting",1
903,Emaciated Peter Alexander Burns Podium For Warmth After Being Locked In Abandoned Press Briefing Room Since December,1
904,Embarrassed Comcast CEO Just Tells People He Does Digital Media Stuff,1
905,Embarrassed Whale Panicking About Huge Barnacle Outbreak Before Date,1
906,Emergency Last Responders Loiter Around Scene Pretending To Aid Victims After Most Of The Work Already Done,1
907,"Emmanuel Macron Calls For ‘True European Army’ Against U.S., Chinese Threats",1
908,Emmanuel Macron: America’s Frenchest President?,1
909,Emmy Ratings Hit Record Low,1
910,Emotional El Chapo Reunited With Family Following Passage Of Criminal Justice Reform Bill ,1
911,Emotional Elon Musk Recalls Spending Entire Birthday Working On Concepts For Mistreating Employees,1
912,Emotional Le’Veon Bell Reveals Holdout A Result Of Forgetting How To Run,1
913,Employee Leaving Company Unsure How To Break It To Coworkers Who Don’t Really Care Whether He Lives Or Dies,1
914,Employee Proves Diligence By Arriving To Video Conference Call Extra Hour Early Every Morning,1
915,Employees Annoyed At Having To Attend 3-Hour-Long Sexual Seduction Training,1
916,"Encouraged Marine Biologists Project Oceans Will Be Nice, Simmering Seafood Bisque By 2040",1
917,"Enes Kanter Grateful To Escape From Oppressive, Failing Dictatorship In New York",1
918,Engineers Test Robotic Tattoo Artist,1
919,Entitled Burger King Employee Wants $15 An Hour Just For Dealing With Worst Of America Every Day,1
920,Episode 1: A Perfect Murder,1
921,Episode 2: What I Know And What I Don’t Know Yet,1
922,Episode 3: Calloway Day,1
923,Episode 6: The Game Changer,1
924,Epstein Attorneys Denounce Accusers For Trying To Ruin Career Of Successful Child Molester,1
925,Escalator Handrail Scorching Hot,1
926,Esports Star Suspected Of Using PEDs,1
927,Essential Oils: Myth vs. Fact,1
928,Estée Lauder Expedition Stumbles Upon Frozen Remains Of Previous Party Sent To Retrieve Rare Moisturizing Herb In The Himalayas,1
929,Ethicists Worry Emergence Of Designer Babies Might Make Them Look Really Ugly In Comparison ,1
930,Ethiopia Plants 350 Million Trees In Single Day,1
931,Etsy Bans Sale Of Metaphysical Items,1
932,Europe Facing Butter Shortage,1
933,Europe Seeks Personhood For Robots,1
934,European Vacation Dispatch: All Good Things Must Come To An End,1
935,Every Baby Boomer In Country Urged To Resign After Photos Emerge Of Them In Blackface,1
936,Every Ingredient In Recipe Substituted To Avoid Trip To Store,1
937,Every Person In High-End Singapore Casino Either Carrying Out Or Target Of Assassination,1
938,Everyday Internet Safety Tips,1
939,Everyone At Thanksgiving Doing Chore To Get Away From Rest Of Family,1
940,Everyone In Symphony Audience Has Finger Cocked Under Beer Can Tab For First Sign of Crescendo,1
941,Everyone Who Learned Of Our Dalliance With The Colonel This Year,1
942,Everything Reminds Man Of ‘Her’,1
943,Everything We Know About ‘Pokémon Sword And Shield’,1
944,Everything We Learned About ‘Elder Scrolls VI’ From Breaking Into Todd Howard’s House And Trying On All His Clothes,1
945,Everything You Need To Know About Cinco De Mayo,1
946,Everything You Need To Know About The Royal Wedding,1
947,Everything You Need To Know About The Supreme Court Upholding Trump's Travel Ban,1
948,Everything You Need To Know About ‘Death Stranding’,1
949,Everything You Need To Know About ‘Valorant’,1
950,Everything You Need To Know About ‘Wolfenstein: Youngblood’,1
951,Eviction Notice All Business,1
952,Ex-CIA Agent Valerie Plame Releases Campaign Video Depicting Her Torturing Voters,1
953,Excessive Puns Could Indicate Brain Damage,1
954,Excited Archaeologists Hit Mass Grave Jackpot,1
955,Excitement Builds Around New PlayStation After Leaked Images May Show Your Long-Lost Father Holding A PS5,1
956,Exercise Could Boost Memory Power,1
957,Exercise Might Help Treat Alzheimer’s,1
958,Exercising Woman Really Starting To Feel The Burn Of Lifelong Injury Developing,1
959,Exhausted Parents Struggling To Limit Child’s Time Using Gun,1
960,Exhausted Robert Mueller Turns Off Phone To Give Himself Breather From Russia Probe News Over Holiday Break,1
961,Exhausted ‘1917’ Cinematographer Still Holding Single Shot Months After Film’s Release,1
962,"Experts Say Earliest Warning Signs Of Mental Health Issues Usually Crossing Eyes While Dribbling Finger On Lips, Saying ‘Cuckoo, Cuckoo’",1
963,Experts Unable To Determine Why Someone As Rich As Justin Bieber Even Needs To Believe In God Anymore,1
964,Experts Warn Americans Could Still Be Dealing With Coronavirus As Late As Tomorrow Afternoon,1
965,Experts Warn Prosecuting Assange Creates Slippery Slope To Where We Already Are,1
966,Experts Warn Unemployment Rate Could Soon Rise To America Is The Greatest Country In The World,1
967,"Experts: Bacon, Hot Dogs Can Cause Cancer",1
968,Experts: Don’t Call Politicians Neanderthals,1
969,Expiration Labels Get An Update,1
970,"Explosive Device Found In Mail Sent To Biden, Obama",1
971,FAA Restricts Passenger Jets To Flying No More Than 15 Feet Above Ground,1
972,FBI Agent Still Tasked With Following Noam Chomsky Around Prepares For Another Day In Local Panera,1
973,FBI Ends Search For D.B. Cooper,1
974,FBI Investigating Fyre Festival,1
975,FBI Opened Inquiry Into Whether Trump Working For Russians,1
976,"FBI Reveals Maria Butina Traded Sex In Exchange For All 62,984,828 Votes Trump Received In 2016",1
977,FBI Warns Of ‘American Dream’ Scam,1
978,"FBI Warns Republican Memo Could Undermine Faith In Massive, Unaccountable Government Secret Agencies",1
979,FBI Warns ‘Downton Abbey’ Screenings Could Be Target For Shootings By Disgruntled Royalist,1
980,FCC Chair Unveils Premium Comment Line To Fast-Track Net Neutrality Complaints For $49.99 Per Month,1
981,FDA Approves Ecstasy As ‘Breakthrough’ PTSD Treatment,1
982,FDA Approves First 3D-Printed Drug,1
983,FDA Approves First Device To Treat ADHD In Children,1
984,FDA Approves Gene Therapy For Inherited Blindness,1
985,FDA Cracking Down On Unapproved Stem Cell Treatments,1
986,FDA Cracks Down On Vaping Among Young People,1
987,FDA Delays Calorie Counts On Menus Until 2016,1
988,"FDA Eases Restrictions On Blood Donations From Gay, Bisexual Men",1
989,FDA Gives Food Corporations 3 Years To Eliminate Trans Fats,1
990,FDA Recommends Adding Little Tabasco To That Bad Boy,1
991,FDA Report Finds Food Prevents Hunger 98% Of Time When Properly Used,1
992,FDA Seeks Public Opinion On ‘Natural’ Foods,1
993,FDA Set To Approve Gene-Altering Cancer Treatment,1
994,FEMA Airdrops Emergency Cyanide Pills For Residents Stranded By Hurricane Florence,1
995,FEMA Assures Wildfire Victims Bucket Brigade Nearly Over Maryland State Line,1
996,FEMA Officials Panic After Accidentally Evacuating 1 Million Residents In Direction Of Hurricane,1
997,Facebook Addresses Accusations Of Silencing Conservative Voices By Deleting Barack Obama’s Profile,1
998,Facebook Allowed Advertisers To Target ‘Jew Haters’,1
999,Facebook Announces Dating Service,1
1000,Facebook Announces Plan To Combat Fake News Stories By Making Them Actually Happen,1
1001,Facebook Bans Extremist Figures After Designating Them Dangerous To Its Public Reputation,1
1002,"Facebook Bans Thousands Of Snowboarders, Base Jumpers In Crackdown On ‘Dangerous’ Accounts",1
1003,Facebook Employee Group Aims To Promote Political Diversity,1
1004,Facebook Employees Stage Virtual Walkout,1
1005,"Facebook Hires 3,000 Moderators To Screen Violent Videos",1
1006,"Facebook Less Popular With Teens Than Instagram, Snapchat",1
1007,Facebook Pays $50 Million For Live Celebrity Videos,1
1008,Facebook Removes 1.5 Million Videos Of New Zealand Mass Shooting,1
1009,Facebook Rolls Out Dating Service In U.S.,1
1010,Facebook Switchboard Operators Overwhelmed During High-Traffic Afternoon,1
1011,Facebook Turning Over Russia-Backed Election Ads To Congress,1
1012,Facebook Users Morbidly Curious What Site Going To Do With Their Personal Data To Recoup $5 Billion Fine,1
1013,"Facebook, Instagram Ban Private Gun Sales",1
1014,"Facebook, Twitter Executives Testify To Congress About Russian Election Meddling",1
1015,"Facebook, Twitter Helping EU Combat Hate Speech",1
1016,Falling TVs Pose Growing Risk To Children,1
1017,Family Creeped Out By Alexa Playing Back Conversations They Haven’t Even Had Yet,1
1018,Family Figures Grandpa Never Talks About WWII Because Nothing Interesting Happened To Him,1
1019,Family Members Locked In Heated Bidding War To Convince Cat To Sleep In Their Bed,1
1020,Family Respects Grandmother’s Wishes To Have Open-Bloused Funeral,1
1021,Family Wishes Dad Could Find Healthier Way To Express Emotions Than Bursting Into Full-Blown Musical Number,1
1022,Famous Boycotts In U.S. History,1
1023,Famous Instances Of Censorship In U.S. History,1
1024,Fan Going To See How First Few Games Go Before Declaring Moral Objection To Watching NFL,1
1025,Fan Wishes Team Was Sponsored By A Cooler Corporation,1
1026,Fans Gather At Airport To Greet Carry Crates Containing Puppy Bowl Winners,1
1027,Fans Line Up For ‘Rise of the Skywalker’,1
1028,Fans Shocked After Marie Kondo Reveals She Has Been Dating Untidy Cupboard For Past 6 Months,1
1029,"Fashion Designers Announce Plans to Wave With Both Hands, Bow Slightly",1
1030,Fashion Week Diversity Improving,1
1031,Fast-Learning New Hire Gains Quick Grasp Of How Terrible Job Is,1
1032,Father’s Day Gifts That Will Make Your Dad Feel Exactly The Way He Already Feels,1
1033,Favorite Games We Got To Play At E3 2019,1
1034,Fears Over Food Supply Grows After Nation’s Naughty Little Boys Sneak Into Reserve Stockpiles And Eat All The Sweets,1
1035,Features Of Android Oreo,1
1036,Features Of Disney Plus,1
1037,Features Of The New iPhone 7,1
1038,Features Of The New iPhone 8,1
1039,Features Of The iPhone 11,1
1040,Fed Cuts Interest Rates,1
1041,"Fed-Up EU Rejects United Kingdom, Gives British 30 Days To Vacate Europe",1
1042,Federal Officials Investigating Man Posting Racist Attacks Online Armed With Millions Of Explosives,1
1043,Federal Reserve Cites Healthy Economy In Decision To Have Baby,1
1044,Female Brains More Youthful Than Male Ones,1
1045,Female Professors Rated Lower By Students,1
1046,Female WWII Pilots To Be Buried At Arlington,1
1047,"Feminist Gamers Rejoice: Dead Or Alive 6’s Female Characters All Have Huge, Jiggling Breasts Because Every Woman Should Feel Beautiful",1
1048,Fertility Clinic Employee Asks Couple If They’d Like To Play With Sperm Out Back And Get To Know It Better,1
1049,Fetal Lambs Kept Alive Inside Artificial Uterus,1
1050,Fidel Castro Dies,1
1051,Field Of Demography Collapses After 92-Year-Old Woman Buys Monster Energy Drink And Sweet Fusion Vape Juice,1
1052,Financial Experts Recommend Americans Set Aside Giant Mesmerizing Pearl To Rub Obsessively In Retirement,1
1053,Financial Experts Recommend Just Waiting Until Chaos Is Law Of The Land,1
1054,Finland Aims To Be Tobacco-Free By 2020,1
1055,Finland To Pay Citizens Basic Income,1
1056,Finland World’s Happiest Country In 2019,1
1057,First Ever Male CoverGirl Model Announced,1
1058,First Female NFL Coach Hired,1
1059,First Female ‘Doctor Who’ Announced,1
1060,First Flower Blooms In Space,1
1061,First Mammal Goes Extinct From Global Warming,1
1062,First-Time Davos Attendee Can’t Believe How Many Seminars There Are About Running Secret Child-Molestation Ring,1
1063,Fish Can Recognize Human Faces,1
1064,"Fish, Pastry Microbes Found On New York ATMs",1
1065,Fitbit Used As Evidence In Murder Trial,1
1066,Fitness Trackers Lead To Less Weight Loss,1
1067,Fleas Carrying Bubonic Plague Found In Arizona,1
1068,Fleetwood Mac Fires Lindsey Buckingham,1
1069,Flight Attendant Licks Her Lips As Traveler Approaches Gate With Large Suitcase,1
1070,Florida Ends Bear Hunting Season After 2 Days,1
1071,"Florida Governor Deploys National Guard To Force Residents Back Into Malls, Movie Theaters",1
1072,Florida School Selling Bulletproof Panels For Backpacks,1
1073,Flossing Might Not Aid Oral Health,1
1074,Flu Vaccine Recalled Due To Defective Government Tracking Microchips,1
1075,Follow-Up Tests Confirm President Trump’s 19 Other Personalities Also Perfectly Healthy,1
1076,"Football Program In Jeopardy After High School Allocates $500,000 To ‘Little Women’ Production",1
1077,Forbes Names Jennifer Lawrence Highest Paid Actress,1
